namespace,expression_label,label,eyeRGT_ctrl.translateX,eyeRGT_ctrl.translateY,eyeRGT_ctrl.translateZ,eyeRGT_ctrl.rotateX,eyeRGT_ctrl.rotateY,eyeRGT_ctrl.rotateZ,eyeRGT_ctrl.scaleX,eyeRGT_ctrl.scaleY,eyeRGT_ctrl.scaleZ,eyeRGT_ctrl.lidFollow,eyeRGT_ctrl.lidTW,eyeRGT_ctrl.lidLR,eyeRGT_ctrl.upLidUD,eyeRGT_ctrl.loLidUD,eyeRGT_ctrl.upLidTW,eyeRGT_ctrl.loLidTW,eyeLFT_ctrl.translateX,eyeLFT_ctrl.translateY,eyeLFT_ctrl.translateZ,eyeLFT_ctrl.rotateX,eyeLFT_ctrl.rotateY,eyeLFT_ctrl.rotateZ,eyeLFT_ctrl.scaleX,eyeLFT_ctrl.scaleY,eyeLFT_ctrl.scaleZ,eyeLFT_ctrl.lidFollow,eyeLFT_ctrl.lidTW,eyeLFT_ctrl.lidLR,eyeLFT_ctrl.upLidUD,eyeLFT_ctrl.loLidUD,eyeLFT_ctrl.upLidTW,eyeLFT_ctrl.loLidTW,ebBshRGT_ctrl.ebUD,ebBshRGT_ctrl.ebOI,ebBshRGT_ctrl.ebTW,ebBshRGT_ctrl.ebInnerUD,ebBshRGT_ctrl.ebMidUD,ebBshRGT_ctrl.ebOuterUD,ebBshRGT_ctrl.ebInnerTW,ebBshLFT_ctrl.ebUD,ebBshLFT_ctrl.ebOI,ebBshLFT_ctrl.ebTW,ebBshLFT_ctrl.ebInnerUD,ebBshLFT_ctrl.ebMidUD,ebBshLFT_ctrl.ebOuterUD,ebBshLFT_ctrl.ebInnerTW,lipBshLFT_ctrl.crnrMouthUD,lipBshLFT_ctrl.crnrMouthOI,lipBshLFT_ctrl.puffOI,lipBshLFT_ctrl.upLipUD,lipBshLFT_ctrl.loLipUD,lipBshLFT_ctrl.upLipCrnrUD,lipBshLFT_ctrl.loLipCrnrUD,lipBshLFT_ctrl.lipsPartOI,lipBshLFT_ctrl.cheekUprUD,lipBshLFT_ctrl.cheekUprOI,lipBshLFT_ctrl.cheekLwrOI,lipBsh_ctrl.faceSqSt,lipBsh_ctrl.mouthUD,lipBsh_ctrl.mouthLR,lipBsh_ctrl.mouthTW,lipBsh_ctrl.upLipAllUD,lipBsh_ctrl.loLipAllUD,lipBsh_ctrl.upLipPullOI,lipBsh_ctrl.loLipPullOI,lipBsh_ctrl.upLipRollOI,lipBsh_ctrl.loLipRollOI,lipBsh_ctrl.lipsPress,lipBsh_ctrl.upLipUD,lipBsh_ctrl.loLipUD,lipBsh_ctrl.upLipCleftUD,lipBsh_ctrl.mouthU,lipBshRGT_ctrl.crnrMouthUD,lipBshRGT_ctrl.crnrMouthOI,lipBshRGT_ctrl.puffOI,lipBshRGT_ctrl.upLipUD,lipBshRGT_ctrl.loLipUD,lipBshRGT_ctrl.upLipCrnrUD,lipBshRGT_ctrl.loLipCrnrUD,lipBshRGT_ctrl.lipsPartOI,lipBshRGT_ctrl.cheekUprUD,lipBshRGT_ctrl.cheekUprOI,lipBshRGT_ctrl.cheekLwrOI
CHAR_EMMATW_000,Confident,1,0.3,0,0,-0.39,0,0,-0.53,-0.53,0,0,0,0.874240682247854,0.397960318876714,0,0,0,0,0,0,0,0,1,1,1,0.15,-1.94400148314751,-2.91600222472126,-0.316527371117544,2.51866771439111,1.86096199693439,1.14664181096496,-5.65279228744652,-8.51252364112713,0,-0.110758390784954,0.92,0,5.02228073415802,-4.55,-7.57,0,-1.63,1.3,0,6.13,1.20156292449554,1.5,-0.000681457360857,0.088065414632323,0.588877622361726,0.194400148314751,-1.09398355014598,0,3.92769512140694,2.96897556178859,-0.000341273223065,0.987449574432499,3.14961091153208,-0.000681457360857,0.325465748340512,0.626277956069916,0.759000556180315,-1.07099944381968,0,4.59769512140694,3.63897556178859,-0.000341273223065,0,0,0,0,0,0,1,1,1,0.15,1.944,2.916,0.013472628882456,2.46866771439111,3.19096199693439,1.40664181096496
CHAR_MIATW_000,Confident,1,0.3,0,0,0.39,0,-0.37,0.000266864891294,-0.748272082557432,0.455764840762136,-0.095804021069531,0,-0.397388326392698,2.00004906808689,-3.32326756452252,0,0,0,0,0,0,0,1,1,1,0.15,-2,-5,-0.516527371117544,2.36866771439111,2.96096199693439,1.69664181096496,0,-7.79,1.10421658455824,-8.58511274960865,-3.06827379763094,-4.10554293086132,10.2911266783207,0,-8.74252364112713,0.324216584558235,-5.57587114039361,-4.87827379763094,-6.11554293086132,5.6834074124787,1.41250645185096,1.40903809153206,-1.49403883368302,-0.511055549540015,1.12086090115142,-0.584809815504643,0.979701998191121,0,4,3,-0.5,0.706619801914004,0.689427179999985,-0.42403883368302,0.041544116751795,1.71346056744323,0.100589776629793,1.83671789186482,0,3,2,-0.5,0,0,0,0,0,0,1,1,1,0.15,2,5,-0.966527371117544,2.41866771439111,1.63096199693439,1.34664181096496
CHAR_OLIVIATW_000,Confident,1,0.214755490875224,0.151532019856745,-1.12,0.55,0,-0.688917579129154,-0.22110780689386,-0.22110780689386,-1.03,0,-2.25,-0.150797738288904,0.770940460230522,-1.73609609325406,0,0,0,0,0,0,0,1,1,1,0.15,-1,-1,0.04598264352338,2.22362682859967,2.03354591240362,1.55546878519292,-0.011859041660638,-7.74808690068078,0.090792983763604,-5.16906465459661,-2.14456725380607,-3.49035225584894,4.59165350554488,-2.85658517446528,-8.14129320828333,0.090792983763604,-2.24211909637041,-1.17869715292755,-1.45031989781168,4.12953011701412,1.3079487391185,1.45554484128228,0.345896489787531,0.06787018981452,-0.248744889434021,0.126414915997398,-0.245597783690202,0,4.43603780568495,2.83828111947906,-0.000179957617162,0.358814051248574,-0.358328632924518,0.345896489787531,-0.085362025583543,0.174031640376419,0.683042241640973,0.659908050483072,0,4.43603780568495,2.83828111947906,-0.000179957617162,0,0,0,0,0,0,1,1,1,0.15,1,1,-0.091688254959363,2.51448606163642,1.42538632935794,1.40916964011461
CHAR_STEPHANIETW_000,Disbelief,2,-1.5,-2.68546272107149,0,-0.7,0.439585896378108,1.05800126483575,-0.001643778784454,-0.001420838880967,-1.48,-1.54,0,1.80372654741343,1.88997165254178,1.52,0,0,0,0,0,0,0,1,1,1,0.15,-10,0,-5.33564375499739,1.59324806946531,-1.52,0,0,-4.61731016073485,0,3.63044407507907,1.31304370355744,-0.56,4.48,0,-4.61731016073485,0,4.31964405110993,2.42244383538769,2.85,2.95,0.983021045070759,-0.843652618420082,-0.007123779026059,2.25503128652388,0.096494622587697,1.32809897445858,0.212676917551033,0,0,0,0,1.11174945510553,0.391931457029473,-0.010489112076971,2.92252910867221,0.780448253479667,0.748083928332172,-1.42602943321703,0,0,0,0,0,0,0,0,0,0,1,1,1,0.15,10,0,-4.81538227380092,1.70324806946531,-1.45,0
CHAR_ANDREATW_000,Disbelief,2,-1.9221993026831,-1.17546272107149,-0.03,0.7,-0.000414103621892,-0.00632566218628,-0.020547229699444,-0.017760481598395,-3.41945215702372,1.48029883565311,0,0.813726547413427,0.81997165254178,10.6807632968797,0,0,0,0,0,0,0,1,1,1,0.15,-8.8468292425046,0,-4.98564375499739,0.93324806946531,-1.50699945363838,-1.98120209665227,-2.16085732411956,-8.55811788395699,0,6.54822438357293,8.45141475775684,5.35440314429896,4.02568935317634,-0.857394354031376,-7.33865184072917,0,2.83055135426379,-1.09258664908452,0,2.98188717689745,0.981749455105534,3.17193145702947,-0.010489112076971,2.58252910867221,2.12044825347967,1.33808392833217,1.47397056678297,0,0.021908172737022,0.518414493283037,2.32683890521604,-0.576978954929241,1.47634738157992,-0.007123779026059,1.69503128652388,1.7964946225877,0.108098974458574,2.77267691755103,0,0.021728331871961,0.523960096793181,2.32055011609929,0,0,0,0,0,0,1,1,1,0.15,10,-3.38,-4.87538227380092,1.09324806946531,-1.21615864787705,-1.48120209665227
CHAR_EMMATW_000,Disbelief,2,-1.5,-2.68546272107149,-0.03,0.7,0.439585896378108,0.43367433781372,-0.020547229699445,-0.017760481598396,-3.41945215702372,1.48029883565311,1.23,0.813726547413427,0.81997165254178,10.6807632968797,0,0,0,0,0,0,0,1,1,1,0.15,-9,0,-4.87538227380092,1.09324806946531,-2.34615864787705,-1.48120209665227,4.12,-8.32,0,2.42,-0.64,0,4.43,1.03,-8.32,0,4.02,-1.25,-1.25,6.2,1.18174945510553,1.75193145702947,-0.010489112076971,2.19252910867221,1.70044825347967,1.76808392833217,0.263970566782971,0,0.021908172737022,0.518414493283037,2.32683890521604,-0.416978954929242,1.60634738157992,-0.007123779026059,1.61503128652388,1.2564946225877,1.36809897445858,0.112676917551033,0,0.021728331871961,0.523960096793181,2.32055011609929,0,0,0,0,0,0,1,1,1,0.15,9,0,-5.09564375499739,0.93324806946531,-0.936999453638378,-1.98120209665227
CHAR_MIATW_000,Disbelief,2,-1.79,-2.27546272107149,0.03,-0.7,1.18958589637811,0.43367433781372,0.829719635191849,1.19396743584417,-1.31368731626158,1.38449481458358,3.03,-0.597902461227126,2.28206040175196,7.35749573235722,0,0,0,0,0,0,0,1,1,1,0.15,-9,-2,-3.74538227380092,0.99324806946531,-4.89615864787705,-1.19120209665227,4.14034784984666,-8.32,0.104216584558235,-0.525112749608651,-2.60827379763094,-2.28554293086132,4.37112667832068,1.05034784984666,-8.32,0.104216584558235,1.05488725039135,-3.23827379763094,-3.55554293086132,6.14112667832068,0.826806332523996,-0.358641362970542,0.646153511600867,0.886007810791682,2.44503119856117,0.334273556647214,1.91467200879378,0,-0.908091827262979,-0.411585506716964,2.32683890521604,-0.10192207751078,-1.0042254384201,2.80951884465178,-0.231490011356651,1.4510775676692,-0.135711397226382,1.09337835956184,0,-0.908271668128039,-0.406039903206819,2.32055011609929,0,0,0,0,0,0,1,1,1,0.15,9,2,-4.38564375499739,0.83324806946531,-3.56699945363838,-1.69120209665227
CHAR_OLIVIATW_000,Disbelief,2,-1.5,-2.68546272107149,0,1,0.439585896378108,0.43367433781372,-0.020547229699444,-0.017760481598396,-3.41945215702372,1.48029883565311,-2.5,3.80372654741343,5.08997165254178,7.39076329687974,0,0,0,0,0,0,0,1,1,1,0.15,-13,0,-4.78538227380092,1.09324806946531,-3.09615864787705,-1.48120209665227,4.12,-8.32,0,2.42,-0.64,0,4.43,1.03,-8.32,0,4.02,-1.25,-1.25,6.2,0.802357384309581,1.63311207891918,0.646153511600867,2.42600781079168,1.94503119856117,1.62427355664721,1.02467200879378,0,4.06190817273702,4.55841449328304,2.32683890521604,0.243628974274805,1.11752800346962,0.649518844651778,3.48850998864335,2.6810775676692,1.44428860277362,1.43337835956184,0,4.06172833187196,4.56396009679318,2.32055011609929,0,0,0,0,0,0,1,1,1,0.15,13,0,-5.21564375499739,1.03324806946531,-2.83699945363838,-1.98120209665227
CHAR_STEPHANIETW_000,Disgust,3,-1.28,-2.28,-0.5,0.5,-0.47,-8.55,-0.810400201393969,-1.44080035805581,-1.18,-1.55,-2.84,7.04709812525637,4.76049339757403,-1.59809260650939,0,0,0,0,0,0,0,1,1,1,0.15,0,0,2.14,2.89,2.56,0,0,-6.58011047681507,0,-5.98255671096764,-2.18515640994348,-5.07,5.57,0,-7.38091038155802,0,-5.9705567039179,-5.80535677723525,-6.7,4.62,-0.63120533696249,-3.08,-3.44080447075866,10.0362906330382,3.3484298847144,6.24249359559806,10.6195772349886,0,6.8,2.76,0,0.235522838619861,-2.37,-2.99080447075866,7.58493207170112,5.03906909864082,3.82131895808172,9.85143776784767,0,5,2,0,0,0,0,0,0,0,1,1,1,0.15,0,0,-1.07,3.1,3.03,1.89
CHAR_EMMATW_000,Disgust,3,1.75931932887114,-0.100269743578401,0.51,-0.23,-0.713213602913212,-1.3025256154149,-2.68354460901849,-0.5,-0.5,-1.65511775837919,1.26768183187089,2.61709812525637,2.35049339757403,-0.568092606509391,0,0,0,0,0,0,0,1,1,1,0.15,-2.884,-2.19,5.14983362946936,2.81613730170987,4.78446584723456,2.97735097375699,-5.93525442414535,-10.474704280675,1.93500765666234,-3.19356207944185,2.04678125271835,0.708729291019296,7.93957126215881,-6.8168245874753,-10.2237608669592,1.93500765666234,-2.05349769324592,-0.666315778325493,-0.311270708980704,5.72962248622874,-2.14120533696249,0.525997067028854,-5.02080447075866,7.03629063303816,2.9384298847144,1.60249359559806,3.26957723498857,0,7.22643342110313,6.78815204605857,-1.34683581201725,-2.21447716138014,-0.404002932971146,-5.85080447075866,3.79493207170112,2.93906909864082,1.00131895808172,5.15143776784767,0,6.18643342110313,5.74815204605857,-2.18683511719692,0,0,0,0,0,0,1,1,1,0.15,2.884,2.303,3.32380757312349,3.25613730170987,6.3479374613985,3.62263428152522
CHAR_MIATW_000,Disgust,3,0.32,0.35,-0.5,-0.23,-1.10011526305056,-6.5425256154149,-3.67,-3.11,0.82,0,1.26768183187089,2.14546911661582,2.41258214678421,1.52863982896809,0,0,0,0,0,0,0,1,1,1,0.15,-3,-5,1.46983362946936,2.78613730170987,2.08,1.36,-5.91490657429869,-11.304704280675,1.77922424122058,-1.7386748290505,2.66850745508741,2.82318636015797,8.41069794047949,-6.79647673762864,-11.0537608669592,1.77922424122058,-1.25861044285458,0.435410424043567,1.14318636015797,7.76074916454942,-2.75614845954403,-2.05457575297116,-1.17,6.03976933515763,4.2230128297959,2.9186832239131,7.51027867699937,0,6,5,-1,-2.87942028396168,-3.66457575297116,-1.17,4.3384107738206,3.68365204372232,2.31750858639676,6.92213920985848,0,5,4,-0.5,0,0,0,0,0,0,1,1,1,0.15,3,5,-1.21619242687651,3.34613730170987,2.33,2
CHAR_MIATW_000,Disgust,3,0.32,0.35,0.5,0.25,-1.10011526305056,-6.5425256154149,-3.67,-3.11,0.82,0,1.26768183187089,2.14546911661582,2.41258214678421,1.52863982896809,0,0,0,0,0,0,0,1,1,1,0.15,-3,-5,-1.21619242687651,3.34613730170987,2.33,2,-6.79647673762864,-11.0537608669592,1.77922424122058,-1.25861044285458,0.435410424043567,1.14318636015797,7.76074916454942,-5.91490657429869,-11.304704280675,1.77922424122058,-1.7386748290505,2.66850745508741,2.82318636015797,8.41069794047949,-2.87942028396168,-3.66457575297116,-1.17,4.3384107738206,3.68365204372232,2.31750858639676,6.92213920985848,0,5,4,-0.5,-2.75614845954403,-2.05457575297116,-2.31,6.03976933515763,4.2230128297959,2.9186832239131,7.51027867699937,0,6,5,-1,0,0,0,0,0,0,1,1,1,0.15,3,5,1.46983362946936,2.78613730170987,2.08,1.36
CHAR_OLIVIATW_000,Disgust,3,1.75931932887114,0,1,0.43,-1.42321360291321,-1.8925256154149,-3.75354460901849,-0.5,-0.5,0.334882241620809,1.26768183187089,4.83709812525637,2.35049339757403,-0.56809260650939,0,0,0,0,0,0,0,1,1,1,0.15,-3,-2,1.02983362946936,2.81613730170987,2.48446584723456,2.51735097375699,0,-9.434704280675,1.93500765666234,-7.08356207944185,-1.84321874728164,-3.1812707089807,7.93957126215881,-6.8168245874753,-9.18376086695916,1.93500765666234,0.206502306754075,1.59368422167451,1.9487292910193,5.72962248622874,-2.49059740775844,-3.01282231108144,-3.81416184708082,7.87976933515763,3.5430128297959,7.5886832239131,4.27027867699937,0,5.85643342110313,5.05815204605857,-1.34683581201725,-2.16386923217609,-2.37282231108144,-4.64416184708082,4.77841077382059,4.15365204372232,3.61750858639676,6.13213920985848,0,4.81643342110313,4.01815204605857,-2.18683511719692,0,0,0,0,0,0,1,1,1,0.15,3,2,-0.866192426876506,3.25613730170987,2.7079374613985,3.13263428152522
CHAR_STEPHANIETW_000,Happy,4,0,0.01,-1,0,1.37,6.45,-0.320000079523778,-1.44440020238802,-0.456760029877423,1.63,-0.851075993042132,5.72,-8.79,-3.12,0,0,0,0,0,0,0,1,1,1,0.15,0,0,1.08236100085135,2.10348505759611,2.82527272727273,3.34727272727273,-0.005549413594543,-0.917382287599489,1.42612274966594,-1.70414622253357,-0.960120711355263,-2.17939738249237,-3.54030727590564,0,-1.62810956032676,2.04,-2.09335624145454,-1.7759560814253,-3.66,-4.89,4.82189124185913,10,3.56,4.8,-5.29,0.11,-2.78,0,5,5.76,-0.5,3.00610272135209,6.11927272727272,1.63636363636364,2.57592727272727,-7.09123636363636,0.535636363636363,-2.39349090909091,0,3.55727272727273,5.62763636363636,0,0,0,0,0,0,0,1,1,1,0.15,0,0,0.782496376170604,3.10104195419465,4.14,3.3
CHAR_STEPHANIETW_000,Happy,4,0,0.914,0,0,1.028,7.546,-0.320000079523778,-0.835400202388016,-0.456760029877423,4.456,-1.55707599304213,4.64,-8.511,-2.229,0,0,0,0,0,0,0,1,1,1,0.15,0,0,2.20449637617061,2.47104195419465,3.321,3.255,0,-1.27710956032676,2.04,-1.47235624145454,-1.2809560814253,-2.76,-4.89,0,-1.27710956032676,2.04,-1.47235624145454,-1.2809560814253,-2.76,-4.89,3.87089124185913,7.589,2.25,3.5419,-7.8867,0.458999999999999,-3.5948,0,4.19,6.6105,0,3.87089124185913,7.589,2.25,3.5419,-7.8867,0.458999999999999,-3.5948,0,4.19,6.6105,0,0,0,0,0,0,0,1,1,1,0.15,0,0,2.20449637617061,2.47104195419465,3.321,3.255
CHAR_STEPHANIETW_000,Happy,4,0,0.01,1,0,1.37,6.45,-0.320000079523778,-1.44440020238802,-0.456760029877423,1.63,-0.851075993042132,5.72,-8.79,-3.12,0,0,0,0,0,0,0,1,1,1,0.15,0,0,0.782496376170604,3.10104195419465,4.14,3.3,0,-1.62810956032676,2.04,-2.09335624145454,-1.7759560814253,-3.66,-4.89,-0.005549413594543,-0.917382287599489,1.42612274966594,-1.70414622253357,-0.960120711355263,-2.17939738249237,-3.54030727590564,3.52610272135209,6.11927272727272,1.63636363636364,2.57592727272727,-7.09123636363636,0.535636363636363,-2.39349090909091,0,3.55727272727273,5.62763636363636,0,4.82189124185913,10,3.56,4.8,-5.46,0.11,-2.78,0,5,5.76,-0.5,0,0,0,0,0,0,1,1,1,0.15,0,0,1.08236100085135,2.10348505759611,2.82527272727273,3.34727272727273
CHAR_ANDREATW_000,Happy,4,0.013392157255093,3.12064161151054,-0.66,0.42,1.31673496990076,-0.789511071412686,-3,-3,-0.473015309936606,-0.449864810356076,-1.11659996407985,-0.84024074523753,1.40373605539115,-2.54669710349719,0,0,0,0,0,0,0,1.00035759336708,0.997906364553201,1,0.15,0,0,-0.245097862930195,3.09051541490202,2.20318346857353,1.45701687548761,-0.307487355681376,-0.450792657207712,0.016338912074459,0.484835005627828,2.51294537862417,-1.53468029856207,0.149212893082304,-0.307487355681375,-0.450792657207712,0.016338912074459,0.254835005627828,0.282945378624169,-2.89468029856207,1.0192128930823,3.22964317200095,8.91942880009732,-1.23651261106822,-0.087769345608937,1.09922766342659,-0.826406658747563,0.730196844040202,0,7.9027934880171,4.37027195828512,-1.28711686836073,3.3588084008476,7.17438161530546,1.67763157354752,0.163922623364207,1.20758478996442,-1.50218011072207,3.40809135116467,0,7.54070982524783,3.71413937364603,-1.30000784359192,0,0,0,0,0,0,1.00035759336708,0.997906364553201,1,0.15,0,0,-1.0050978629302,3.40051541490202,1.50318346857353,1.45701687548761
CHAR_ANDREATW_000,Happy,4,0.032824503051815,3.15976874177632,0.443181413577399,-0.81958330844528,1.25261655646478,-0.056223469958374,-3,-3,-0.46727271548758,-0.475428569239636,-1.44367580751303,-0.789180963097476,0.144831732671648,-2.54482185217735,0,0,0,0,0,0,0,1.00089099026173,0.994783435694198,1,0.15,0,0,-1.11899383156066,3.45763022925947,1.29111109063413,1.49366219053449,-0.294274994835959,-0.467003255922151,0.016902968244785,-0.088364367284781,0.012689148442514,-3.28505783414719,0.122112780904986,-0.294274994835959,-0.467003255922151,0.016902968244785,0.656988501748511,1.79815462712677,-2.14467463761244,-0.005550387242451,3.3588084008476,7.17438161530546,-0.242368426452485,0.163922623364207,0.787584789964424,-1.50218011072207,2.31809135116467,0,7.54070982524783,3.71413937364603,-1.30000784359192,3.04964317200095,8.91942880009732,0.253487388931776,-0.087769345608937,1.21922766342659,-1.51640665874756,1.1801968440402,0,7.9027934880171,4.37027195828512,-1.28711686836073,0,0,0,0,0,0,1.00089099026173,0.994783435694198,1,0.15,0,0,-0.705803240534196,3.11415297926986,1.45199751703754,1.49366219053449
CHAR_ANDREATW_000,Happy,4,0.465635378101793,4.03123571059623,0,0,-0.175473850959283,-0.125726732129303,-3,-3,-0.339369612355308,-1.04480258963336,-1.2221847291655,-1.04830378417003,-0.931468756360118,-2.50305493565751,0,0,0,0,0,0,0,1.01277118111135,0.925227367357265,1,0.15,0,0,-1.06969500988351,3.3206254404497,0.311947998245417,2.03985242499375,0,-0.828057113653733,0.029466024049266,-1.13686359290045,-0.045818704100436,-4.55,-0.481479980777774,0,-0.828057113653733,0.029466024049266,-1.07686359290045,-0.535818704100436,-5.04,-0.481479980777774,4.494,10.934,0.243,0.66,-1.426,-1.526,-1.382,0,8.5,6.97,-1,4.494,10.374,0.243,0.66,-0.956,-1.526,-1.382,0,7.67,6.14,-1,0,0,0,0,0,0,1.01277118111135,0.925227367357265,1,0.15,0,0,-1.38969500988351,3.6406254404497,0.311947998245417,2.30985242499375
CHAR_EMMATW_000,Happy,4,0,1.13154502331696,0,0,0,-1.38484344426748,-1.47682754873862,-1.04591576713995,-1.66676002987742,-0.685553021055608,-2.34107599304213,3.49306761427736,-1.83313169208131,0,0,0,0,0,0,0,0,1.00318758595832,0.991815084096988,1,0.15,0,0,1.6924963761706,1.67104195419465,3.47943816528212,2.27303044212322,-0.001773365468872,0,1.71917279345149,-0.005956821261857,0.674444092261807,-1.53219896149326,0.73643896801876,-0.001773365468872,0,1.71917279345149,-0.695956821261857,-0.015555907738193,-2.22219896149326,0.736438968018759,2.7704578262797,5.18002280109022,-2.21087372920373,1.97471669591595,-1.74778995377097,1.36441967039025,-1.19576750637947,0,5.52575952915608,1.13014371175961,-1.11843530258883,0.950457826279705,2.11002280109022,-2.21087372920373,0.994716695915952,-1.75778995377097,0.524419670390251,0.884243967017725,0,4.81575952915608,0.490143711759606,-1.11843530258883,0,0,0,0,0,0,1.00318758595832,0.991815084096988,1,0.15,0,0,0.572496376170603,2.00104195419465,3.47943816528212,2.27303044212322
CHAR_EMMATW_000,Happy,4,0,0.661545023316956,0,0,1.47,-1.84484344426748,-1.47682754873862,-1.04591576713995,-1.66676002987742,-0.685553021055608,-2.34107599304213,3.38306761427736,-1.91313169208131,0,0,0,0,0,0,0,0,1.00774718301386,0.980107190130654,1,0.15,0,0,0.407028292809542,2.56909716921481,3.63689117704893,2.7093273941448,-0.000561103973626,0,1.80963765710038,-0.616797515660059,0.540903566956537,-2.22219898491112,-0.01668084596415,0,0,1.85150997150282,-1.59821526101767,-0.219592353744736,-3.24025619645378,-0.365267781950662,4.23045782627971,10.06,1.98912627079627,1.60471669591595,-2.50778995377097,0.564419670390252,-0.145767506379465,0,8,5,-1.04323613594634,3.67233289970518,8.68750380809133,1.33287648202023,1.22776984348953,-1.56414505841601,0.689419630157116,-0.391068454024747,0,7,4,-1.05498600195235,0,0,0,0,0,0,1.00985762538626,0.974688106993011,1,0.15,0,0,-0.664302705500788,3.2708827842695,3.70976943880037,2.91127058414154
CHAR_EMMATW_000,Happy,4,0,0.661545023316956,0,0,1.47,-1.84484344426748,-1.47682754873862,-1.04591576713995,-1.66676002987742,-0.685553021055608,-2.34107599304213,3.38306761427736,-1.91313169208131,0,0,0,0,0,0,0,0,1.00985762538626,0.974688106993011,1,0.15,0,0,-0.664302705500788,3.2708827842695,3.70976943880037,2.91127058414154,0,0,1.85150997150282,-1.59821526101767,-0.219592353744736,-3.24025619645378,-0.365267781950662,0,0,1.85150997150282,-1.59821526101767,-0.219592353744736,-3.24025619645378,-0.365267781950662,4.23045782627971,10.06,1.98912627079627,1.60471669591595,-2.50778995377097,0.564419670390252,-0.145767506379465,0,8.77498536201797,4.58693872595189,-1.04323613594634,4.23045782627971,10.06,1.98912627079627,1.60471669591595,-2.50778995377097,0.564419670390252,-0.145756032982275,0,8.77498536201797,4.58693872595189,-1.04323613594634,0,0,0,0,0,0,1.00985762538626,0.974688106993011,1,0.15,0,0,-0.664302705500788,3.2708827842695,3.70976943880037,2.91127058414154
CHAR_MIATW_000,Happy,4,0,0.81,-1,0.5,2.67808005283736,-2.16384012606808,-1.37861818436066,-0.555840056545241,-0.93,-0.92,0,1.54548007369421,-1.53,2.02,0,0,0,0,0,0,0,1,1,1,0.15,0,-3,2.27303067952313,1.95795981345201,3.07428571428571,1.60077040885641,0,0,1.34805768518489,-0.527896318845386,-0.071326901615721,-0.274666681925449,-1.94081876318174,0,0,1.88728075925885,-1.31305484638354,-0.60385766226201,-0.888533354695629,-2.71714626845444,4.1530086251,6.98273807136703,0.546648075770743,-0.43,-0.483694807931409,-1.71755423229888,1.21498313585085,0,4.3167438029197,3.98789046745013,-0.118471113959417,3.00365174764817,3.69178525454252,0.394832540054538,-0.616396468248876,-0.128474825412681,-1.31066713852859,1.20838315036294,0,3.2548170020855,3.01992176246438,-0.084622224256727,0,0,0,0,0,0,1,1,1,0.15,0,3,-0.03375704866762,2.42114373883281,2.59,2.24107857239897
CHAR_MIATW_000,Happy,4,0,1.20029157583736,-1,0.5,2.31248236264196,-0.762294814401269,-1.92701471965375,-0.815606836667862,-0.84341107329246,-1.37583091033344,-2.51107887086941,1.54548007369421,-1.92553933423542,-0.645014741961893,0,0,0,0,0,0,0,1,1,1,0.15,0,-3,0.29624295133238,2.94423415976787,3.48475224212326,2.13524766206553,0,0,2.57037118019391,-2.1180986653868,-0.825577838888867,-1.69357717369889,-2.71714626845444,0,0,2.54436046009685,-2.67256761813052,-1.55588515978687,-2.25996105833592,-2.6796982475374,5.78031378982858,9.75422116901662,0.074046187030814,-0.35459310714672,-0.6263501252304,-1.19102291426078,0.790424510782834,0,4.91836844865621,6.64331867173618,-0.068733372246477,3.85250383599407,7.40215711607256,0.319259613257102,-0.254902815743778,-0.787513955578369,-2.10258028790622,1.0141415175815,0,3.99192288765068,3.69899816410308,-0.096031475649927,0,0,0,0,0,0,1,1,1,0.15,0,3,-0.248026949007865,3.18941059124273,3.44905656532598,2.09678069779048
CHAR_OLIVIATW_000,Happy,4,0,0.3,-0.74,0.38,0.75,-1.17484344426748,0,0,-1.69,-0.5,-4.01107599304213,2.86,-2.1,-0.51,0,0,0,0,0,0,0,1.00318758595832,0.991815084096988,1,0.15,0,0,1.0624963761706,1.25104195419465,1.39,2.7,-0.001773365468872,0,1.71917279345149,-0.145956821261858,2.25444409226181,1.17780103850674,0.736438968018759,-0.001773365468872,0,1.71917279345149,-0.455956821261858,1.58444409226181,0.507801038506743,0.736438968018759,2.14249917106317,5.93985983151527,0.36749454317757,1.18802203177363,-2.24438459759263,0.284091780626566,1.21748522950465,0,5,5,-1,1.91249917106317,3.44,-0.752505456822429,0.548022031773629,-2.37438459759263,-0.915908219373434,-0.522514770495349,0,4,4,-0.5,0,0,0,0,0,0,1.00318758595832,0.991815084096988,1,0.15,0,0,0.572496376170604,1.85104195419465,1,2.7
